CustomerID,Frecuencia,monto,Precio ,Recencia,Pais
13482,1,20,1.69,232,United Kingdom
13483,1,20,0.56,65,United Kingdom
13485,1,31,2.86,233,United Kingdom
13486,3,40,1.58,78,United Kingdom
13487,2,19,4.34,57,United Kingdom
13488,14,77,1.98,17,United Kingdom
13489,2,18,0.94,157,United Kingdom
13491,8,22,5.15,147,United Kingdom
13492,2,38,2.22,136,Switzerland
13493,2,98,20.73,275,Switzerland
13495,3,17,3.12,35,United Kingdom
13496,1,27,1.83,359,United Kingdom
13497,2,22,4.85,282,United Kingdom
13499,3,24,1.81,17,United Kingdom
13500,2,53,1.40,23,United Kingdom
13501,1,133,1.31,288,Switzerland
13502,1,59,4.95,323,United Kingdom
13503,1,21,0.56,71,United Kingdom
13504,1,42,1.34,64,United Kingdom
13505,6,27,5.08,72,Switzerland
13506,1,31,1.09,316,United Kingdom
13507,4,61,2.53,3,United Kingdom
13509,2,34,1.22,52,United Kingdom
13510,4,42,4.10,1,United Kingdom
13512,1,20,1.55,260,United Kingdom
13515,4,32,1.18,72,United Kingdom
13516,2,40,3.33,72,United Kingdom
13517,4,43,2.08,59,United Kingdom
13518,1,53,1.56,85,United Kingdom
13519,1,28,4.62,78,United Kingdom
13520,5,87,2.71,58,Switzerland
13521,3,50,1.69,1,United Kingdom
13523,3,138,3.76,33,United Kingdom
13524,1,28,0.79,40,United Kingdom
13527,6,54,2.42,33,United Kingdom
13531,2,81,3.69,205,United Kingdom
13532,1,9,2.16,33,United Kingdom
13533,3,9,2.01,182,United Kingdom
13534,19,36,2.78,2,United Kingdom
13536,7,55,3.97,1,United Kingdom
13538,5,59,7.77,43,United Kingdom
13539,3,29,4.07,85,United Kingdom
13544,2,11,2.66,39,United Kingdom
13546,3,14,2.26,12,United Kingdom
13548,2,61,2.53,96,United Kingdom
13549,4,30,2.20,25,United Kingdom
13552,11,48,5.33,66,United Kingdom
13555,4,90,2.03,73,United Kingdom
13557,1,37,0.49,28,United Kingdom
13558,4,28,3.13,5,United Kingdom
13560,1,13,4.38,7,United Kingdom
13561,1,10,0.76,215,United Kingdom
13562,3,66,2.49,81,United Kingdom
13563,2,16,4.62,84,United Kingdom
13564,4,-225,276.99,144,United Kingdom
13566,2,83,1.84,40,United Kingdom
13568,1,47,3.15,173,United Kingdom
13569,2,18,2.37,17,United Kingdom
13570,1,20,0.64,243,United Kingdom
13571,11,15,1.12,12,United Kingdom
13572,1,80,3.83,205,United Kingdom
13573,2,19,2.81,50,United Kingdom
13575,3,20,3.54,23,United Kingdom
13576,10,53,2.40,10,United Kingdom
13577,4,38,2.29,25,United Kingdom
13583,1,62,1.43,155,United Kingdom
13584,1,30,2.31,306,United Kingdom
13587,1,20,1.65,63,United Kingdom
13588,8,45,1.15,15,United Kingdom
13589,2,44,6.15,14,United Kingdom
13590,4,47,2.40,51,United Kingdom
13591,3,45,6.74,64,United Kingdom
13592,3,16,2.23,35,United Kingdom
13593,4,59,3.50,108,United Kingdom
13594,1,33,1.65,52,United Kingdom
13596,2,38,1.60,5,United Kingdom
13598,1,11,3.52,47,United Kingdom
13599,16,37,2.50,8,United Kingdom
13600,1,45,7.45,312,United Kingdom
13601,2,53,1.89,45,United Kingdom
13602,1,53,1.75,64,United Kingdom
13603,1,23,1.20,26,United Kingdom
13606,1,12,2.93,243,United Kingdom
13607,1,80,1.90,40,United Kingdom
13610,8,15,2.67,12,United Kingdom
13611,4,26,0.89,89,United Kingdom
13614,3,63,2.60,24,United Kingdom
13615,1,23,3.75,318,United Kingdom
13617,3,26,2.35,40,United Kingdom
13618,1,44,1.09,173,United Kingdom
13621,1,4,0.04,116,United Kingdom
13623,4,9,2.47,210,United Kingdom
13626,1,28,1.15,252,United Kingdom
13627,4,34,1.33,79,United Kingdom
13629,5,161,1.77,99,United Kingdom
13630,6,61,2.24,75,United Kingdom
13632,5,46,2.29,24,United Kingdom
13634,5,24,4.64,33,United Kingdom
13635,1,108,1.57,67,United Kingdom
13636,3,19,1.26,36,United Kingdom
13637,2,50,1.75,187,United Kingdom
13639,1,59,0.90,74,United Kingdom
13642,1,52,7.41,215,United Kingdom
13643,1,11,0.42,31,United Kingdom
13644,3,91,2.68,16,United Kingdom
13645,1,31,2.55,120,United Kingdom
13647,3,69,4.27,9,United Kingdom
13649,1,38,2.72,256,United Kingdom
13650,5,40,1.89,16,United Kingdom
13651,1,31,2.21,39,United Kingdom
13652,2,56,3.95,256,United Kingdom
13654,5,77,1.70,43,United Kingdom
13655,2,43,1.27,114,United Kingdom
13656,2,28,2.01,164,United Kingdom
13657,1,13,2.10,201,United Kingdom
13658,4,-1,12.24,85,United Kingdom
13659,3,83,2.10,197,United Kingdom
13662,2,63,1.19,85,United Kingdom
13663,1,53,3.30,179,United Kingdom
13666,2,10,6.06,60,United Kingdom
13667,1,35,3.16,149,United Kingdom
13668,17,39,2.04,2,United Kingdom
13669,1,65,1.35,50,United Kingdom
13670,1,23,1.26,75,United Kingdom
13672,1,27,6.75,332,United Kingdom
13673,2,24,4.66,18,United Kingdom
13675,2,44,1.08,151,United Kingdom
13678,1,16,0.79,151,United Kingdom
13680,5,40,2.39,1,United Kingdom
13681,3,15,4.78,17,United Kingdom
13682,1,17,4.25,187,United Kingdom
13684,1,6,1.29,285,United Kingdom
13685,3,98,0.91,4,United Kingdom
13689,1,358,1.79,63,United Kingdom
13690,1,18,5.95,59,United Kingdom
13692,2,61,1.01,24,United Kingdom
13694,31,194,1.31,3,United Kingdom
13695,10,30,1.75,31,United Kingdom
13699,1,48,7.95,155,United Kingdom
13700,6,42,1.79,26,United Kingdom
13704,8,43,2.63,5,United Kingdom
13705,1,24,5.95,373,United Kingdom
13707,2,54,19.78,267,United Kingdom
13708,1,34,2.12,271,United Kingdom
13709,11,54,2.85,3,United Kingdom
13711,2,38,3.62,218,United Kingdom
13712,1,51,0.85,246,United Kingdom
13715,4,50,1.87,281,United Kingdom
13716,1,12,1.07,269,United Kingdom
13717,6,19,3.07,32,United Kingdom
13718,1,26,0.25,295,United Kingdom
13719,5,35,2.42,15,United Kingdom
13720,2,22,5.95,116,United Kingdom
13721,1,17,4.25,36,United Kingdom
13722,2,137,1.59,131,United Kingdom
13723,1,77,3.50,217,United Kingdom
13725,8,37,4.09,49,United Kingdom
13726,2,77,1.25,38,United Kingdom
13727,1,33,5.45,33,United Kingdom
13728,5,24,5.93,36,United Kingdom
13730,2,36,0.76,135,United Kingdom
13731,2,69,2.58,219,United Kingdom
13732,1,98,1.00,28,United Kingdom
13735,4,74,2.84,24,United Kingdom
13736,2,36,1.31,5,United Kingdom
13737,1,28,2.79,200,United Kingdom
13740,1,62,0.66,240,United Kingdom
13741,4,28,3.18,71,United Kingdom
13742,10,29,4.16,16,United Kingdom
13743,6,62,1.06,2,United Kingdom
13744,2,105,0.98,95,United Kingdom
13745,1,25,1.04,162,United Kingdom
13748,1,120,2.60,232,United Kingdom
13750,2,23,6.99,53,United Kingdom
13751,1,9,2.33,288,United Kingdom
13752,2,41,1.82,155,United Kingdom
13753,1,60,0.99,287,United Kingdom
13755,8,42,2.72,3,United Kingdom
13756,11,56,2.20,2,United Kingdom
13758,6,49,2.00,11,United Kingdom
13759,1,171,2.38,71,United Kingdom
13760,2,19,0.73,54,United Kingdom
13761,2,44,1.60,50,United Kingdom
13762,2,28,1.19,204,United Kingdom
13763,1,50,1.25,63,United Kingdom
13764,3,52,2.14,70,United Kingdom
13767,29,54,3.80,2,United Kingdom
13769,8,20,3.55,2,United Kingdom
13771,4,67,1.47,64,United Kingdom
13772,3,61,2.18,33,United Kingdom
13774,1,104,3.16,81,United Kingdom
13777,20,163,2.78,8,United Kingdom
13780,2,36,1.30,7,United Kingdom
13781,1,4,2.10,250,United Kingdom
13782,5,23,4.35,12,United Kingdom
13784,2,146,3.62,113,United Kingdom
13787,2,9,1.97,75,United Kingdom
13790,1,53,0.76,4,United Kingdom
13791,1,145,1.45,168,United Kingdom
13792,1,23,1.95,287,United Kingdom
13798,28,149,1.97,2,United Kingdom
13799,1,66,2.19,294,United Kingdom
13800,1,50,6.20,309,United Kingdom
13801,1,66,2.73,66,United Kingdom
13802,2,76,1.76,138,United Kingdom
13803,1,63,2.41,255,United Kingdom
13804,6,39,2.78,30,United Kingdom
13805,1,36,0.19,129,United Kingdom
13806,1,18,2.95,63,United Kingdom
13807,1,64,3.21,367,United Kingdom
13808,2,33,2.13,5,United Kingdom
13809,1,10,9.95,305,Cyprus
13810,1,80,2.23,56,Germany
13811,1,41,8.25,183,Germany
13812,1,91,1.71,105,Germany
13813,3,26,4.08,39,Germany
13814,2,131,4.26,92,Germany
13815,3,200,3.31,23,Germany
13816,1,18,18.00,23,Germany
13817,1,89,3.19,29,Germany
13819,3,37,5.81,301,United Kingdom
13821,1,12,0.89,261,United Kingdom
13822,1,41,1.16,40,United Kingdom
13823,2,34,2.87,18,United Kingdom
13824,2,106,3.50,135,United Kingdom
13827,3,24,4.60,57,United Kingdom
13828,1,15,2.55,22,United Kingdom
13831,4,111,3.16,16,United Kingdom
13832,1,-11,3.75,17,United Kingdom
13833,1,22,4.47,159,United Kingdom
13835,3,54,2.52,52,United Kingdom
13837,1,22,0.87,211,United Kingdom
13838,4,17,2.42,5,United Kingdom
13842,9,56,4.28,58,United Kingdom
13844,1,20,1.65,11,United Kingdom
13845,1,20,1.65,64,United Kingdom
13846,3,39,4.62,24,United Kingdom
13849,2,61,1.80,51,United Kingdom
13850,1,144,2.29,129,United Kingdom
13851,3,108,1.54,95,United Kingdom
13853,1,97,1.95,57,United Kingdom
13854,7,102,7.02,24,United Kingdom
13856,2,86,0.80,168,United Kingdom
13859,1,11,0.42,326,United Kingdom
13860,5,22,2.31,1,United Kingdom
13862,6,24,1.03,18,United Kingdom
13863,1,9,0.85,247,United Kingdom
13865,1,15,1.25,186,United Kingdom
13867,3,47,1.47,31,United Kingdom
13868,1,15,1.25,38,United Kingdom
13869,4,105,2.28,123,United Kingdom
13870,7,28,3.18,37,United Kingdom
13871,13,53,2.56,22,United Kingdom
13873,3,17,5.66,119,United Kingdom
13875,5,63,1.79,53,United Kingdom
13876,1,20,4.95,63,United Kingdom
13878,1,121,3.28,54,United Kingdom
13880,9,42,2.33,21,United Kingdom
13881,9,127,2.30,3,United Kingdom
13882,3,29,2.29,2,United Kingdom
13883,6,38,3.08,10,United Kingdom
13884,4,30,4.15,7,United Kingdom
13885,1,12,5.95,200,United Kingdom
13886,1,15,1.25,71,United Kingdom
13888,2,19,10.36,119,United Kingdom
13889,1,50,2.10,92,United Kingdom
13890,5,33,3.99,1,United Kingdom
13892,2,48,0.57,64,United Kingdom
13894,2,24,1.53,23,United Kingdom
13895,3,77,2.41,28,United Kingdom
13897,1,64,1.24,50,United Kingdom
13898,1,15,2.55,325,United Kingdom
13899,2,26,1.61,16,United Kingdom
13900,2,58,2.47,192,United Kingdom
13901,5,79,1.38,72,United Kingdom
13904,1,10,0.85,294,United Kingdom
13908,4,67,1.92,79,United Kingdom
13911,7,26,1.51,144,United Kingdom
13914,1,42,1.50,11,United Kingdom
13917,1,5,0.19,49,United Kingdom
13918,2,130,2.50,49,United Kingdom
13919,2,3,2.49,53,Denmark
13922,1,13,0.42,351,United Kingdom
13923,1,36,1.49,53,United Kingdom
13924,5,63,1.42,1,United Kingdom
13925,1,71,2.53,134,United Kingdom
13926,1,20,0.85,23,United Kingdom
13927,1,17,4.15,74,United Kingdom
13928,3,24,6.45,31,United Kingdom
13930,1,26,0.55,136,United Kingdom
13931,2,62,1.33,95,United Kingdom
13932,1,86,4.10,294,United Kingdom
13933,1,49,4.91,148,United Kingdom
13934,1,55,1.52,263,United Kingdom
13936,1,15,2.55,179,United Kingdom
13938,1,9,0.85,35,United Kingdom
13939,3,25,5.08,23,United Kingdom
13940,2,16,6.13,116,United Kingdom
13941,5,150,4.11,21,United Kingdom
13946,2,152,2.38,201,United Kingdom
13947,1,20,1.65,65,United Kingdom
13948,1,47,1.95,360,United Kingdom
13949,5,31,2.67,2,United Kingdom
13950,2,19,4.96,11,United Kingdom
13951,2,54,3.24,176,United Kingdom
13952,2,163,2.18,217,United Kingdom
13953,1,25,2.10,7,United Kingdom
13954,2,42,3.03,1,United Kingdom
13955,1,3,1.11,154,United Kingdom
13956,5,43,3.01,5,United Kingdom
13958,1,-16,7.95,372,United Kingdom
13959,3,39,2.79,79,United Kingdom
13960,1,23,1.27,21,United Kingdom
13963,3,25,4.01,308,United Kingdom
13967,1,45,1.25,145,United Kingdom
13969,14,52,2.34,7,United Kingdom
13971,9,18,2.09,18,United Kingdom
13972,1,32,3.19,201,United Kingdom
13973,1,30,3.75,287,United Kingdom
13974,1,28,0.83,49,United Kingdom
13975,6,34,2.39,31,United Kingdom
13978,1,59,0.82,45,United Kingdom
13979,1,104,1.32,73,United Kingdom
13980,1,10,2.55,60,United Kingdom
13982,4,37,1.23,39,United Kingdom
13983,5,85,30.82,39,United Kingdom
13984,4,16,1.78,26,United Kingdom
13985,14,42,2.19,4,United Kingdom
13988,7,55,1.53,19,United Kingdom
13989,1,15,1.25,239,United Kingdom
13991,5,11,1.61,12,United Kingdom
13992,1,9,0.85,30,United Kingdom
13993,5,37,3.47,64,United Kingdom
13994,5,53,4.70,3,United Kingdom
13995,5,38,1.93,15,United Kingdom
13999,12,53,1.89,10,United Kingdom
14001,3,86,2.92,45,United Kingdom
14002,2,36,2.68,134,United Kingdom
14004,6,92,2.00,43,United Kingdom
14005,3,237,0.99,9,United Kingdom
14006,2,42,2.23,241,United Kingdom
14009,2,34,2.16,198,United Kingdom
14013,2,20,1.23,110,United Kingdom
14014,1,79,0.60,77,United Kingdom
14015,1,15,3.75,52,United Kingdom
14016,4,191,2.07,161,EIRE
14019,2,57,1.76,46,United Kingdom
14020,2,14,6.42,16,United Kingdom
14021,1,25,2.10,211,United Kingdom
14023,2,21,5.35,7,United Kingdom
14024,2,34,1.67,121,United Kingdom
14029,2,69,5.69,63,United Kingdom
14030,8,28,2.47,18,United Kingdom
14031,11,88,4.26,21,United Kingdom
14032,10,38,2.49,2,United Kingdom
14034,3,15,1.58,22,United Kingdom
14035,3,38,2.40,28,United Kingdom
14036,1,20,1.95,284,United Kingdom
14037,1,16,4.03,364,United Kingdom
14038,3,64,1.79,78,United Kingdom
14039,1,17,4.15,33,United Kingdom
14040,8,40,2.70,61,United Kingdom
14041,1,8,0.85,266,United Kingdom
14044,4,17,2.33,26,United Kingdom
14045,1,132,1.65,337,United Kingdom
14047,3,105,4.60,8,United Kingdom
14048,2,25,2.41,277,United Kingdom
14049,5,162,2.48,16,United Kingdom
14050,2,20,1.46,31,United Kingdom
14051,13,97,4.52,8,United Kingdom
14052,1,24,2.19,19,United Kingdom
14054,1,26,1.20,65,United Kingdom
14055,1,415,4.15,106,United Kingdom
14056,24,38,2.45,1,United Kingdom
14057,13,58,1.84,23,United Kingdom
14059,1,20,4.95,266,United Kingdom
14060,14,60,1.56,22,United Kingdom
14062,7,174,3.87,9,United Kingdom
14064,4,54,1.48,29,United Kingdom
14066,1,15,2.55,266,United Kingdom
14067,2,13,1.01,63,United Kingdom
14068,1,29,4.75,320,United Kingdom
14071,9,25,2.33,3,United Kingdom
14073,1,29,1.43,32,United Kingdom
14075,1,30,4.95,19,United Kingdom
14076,1,10,3.25,129,United Kingdom
14077,4,12,2.69,78,United Kingdom
14078,5,24,2.62,101,United Kingdom
14080,1,10,0.85,32,United Kingdom
14081,2,48,0.76,302,United Kingdom
14082,1,10,1.37,364,United Kingdom
14083,4,30,2.39,4,United Kingdom
14085,15,34,1.49,2,United Kingdom
14087,1,26,1.01,2,United Kingdom
14088,9,651,3.66,10,United Kingdom
14089,1,1,1.25,56,United Kingdom
14092,12,38,3.02,7,United Kingdom
14093,1,41,0.89,12,United Kingdom
14096,20,259,129.13,4,United Kingdom
14098,1,0,0.21,36,United Kingdom
14099,10,36,2.88,16,United Kingdom
14100,1,52,2.76,137,United Kingdom
14101,3,220,1.90,73,United Kingdom
14102,6,52,2.36,11,United Kingdom
14104,2,45,43.85,154,United Kingdom
14105,1,224,1.54,239,United Kingdom
14107,6,42,1.47,96,United Kingdom
14108,2,28,2.39,30,United Kingdom
14109,1,59,1.28,72,United Kingdom
14110,8,112,2.56,42,United Kingdom
14112,5,52,2.22,40,United Kingdom
14113,4,32,2.44,3,United Kingdom
14114,2,27,9.30,273,United Kingdom
14116,5,36,3.06,19,United Kingdom
14121,4,54,1.69,3,United Kingdom
14125,3,118,2.02,10,United Kingdom
14126,2,184,1.16,7,United Kingdom
14127,2,29,1.50,122,United Kingdom
14128,2,41,1.95,60,United Kingdom
14129,3,58,2.83,17,United Kingdom
14130,1,35,3.20,319,United Kingdom
14132,9,44,0.94,2,United Kingdom
14133,4,28,9.72,129,United Kingdom
14135,7,78,2.83,1,United Kingdom
14138,2,47,1.97,1,United Kingdom
14139,1,116,0.97,46,United Kingdom
14140,2,54,1.70,3,United Kingdom
14141,3,35,3.01,2,United Kingdom
14142,1,42,0.63,373,United Kingdom
14143,1,32,5.33,133,United Kingdom
14145,1,594,4.95,156,United Kingdom
14146,6,68,1.72,8,United Kingdom
14147,1,15,1.25,78,United Kingdom
14149,1,33,1.67,220,United Kingdom
14150,2,18,1.05,35,United Kingdom
14152,2,42,0.85,75,United Kingdom
14154,1,179,14.95,239,United Kingdom
14156,45,292,2.91,9,EIRE
14157,3,13,2.81,19,United Kingdom
14158,1,44,0.76,40,United Kingdom
14159,13,52,1.37,19,United Kingdom
14161,3,44,2.61,215,United Kingdom
14162,2,13,2.18,173,United Kingdom
14163,3,50,5.15,87,United Kingdom
14164,2,219,1.56,70,United Kingdom
14165,1,45,2.27,275,United Kingdom
14167,3,19,4.89,165,United Kingdom
14171,1,50,3.54,98,United Kingdom
14173,1,1,0.55,45,United Kingdom
14174,1,27,1.50,33,United Kingdom
14175,4,56,2.58,51,United Kingdom
14176,1,15,3.75,297,United Kingdom
14177,3,5,2.65,95,United Kingdom
14178,6,22,0.93,8,United Kingdom
14179,2,25,4.06,40,United Kingdom
14180,19,21,9.43,29,United Kingdom
14184,1,17,1.45,66,United Kingdom
14185,1,20,9.95,331,United Kingdom
14188,3,67,2.10,30,United Kingdom
14189,13,31,1.12,2,United Kingdom
14191,12,37,2.06,1,United Kingdom
14193,1,72,1.72,269,United Kingdom
14194,21,62,2.45,4,United Kingdom
14195,1,51,12.75,252,United Kingdom
14198,4,17,3.53,4,United Kingdom
14199,1,10,0.85,218,United Kingdom
14201,2,40,0.52,80,United Kingdom
14204,1,21,2.29,2,United Kingdom
14205,1,16,7.95,264,United Kingdom
14206,1,12,1.95,239,United Kingdom
14209,5,27,4.83,121,United Kingdom
14210,5,32,2.68,105,United Kingdom
14211,8,27,3.50,53,United Kingdom
14212,1,194,0.61,89,United Kingdom
14213,1,-367,7.65,371,United Kingdom
14214,3,43,1.81,50,United Kingdom
14215,5,45,0.99,11,United Kingdom
14216,3,33,4.72,8,United Kingdom
14217,10,21,3.78,1,United Kingdom
14218,1,30,1.25,42,United Kingdom
14219,1,5,0.39,4,United Kingdom
14220,1,25,2.10,247,United Kingdom
14221,8,61,1.57,42,United Kingdom
14222,1,59,0.72,177,United Kingdom
14223,3,32,2.98,92,United Kingdom
14224,4,36,6.16,110,United Kingdom
14226,4,83,5.54,29,United Kingdom
14227,7,34,2.69,26,United Kingdom
14229,3,72,3.84,51,United Kingdom
14231,3,21,5.41,183,United Kingdom
14232,6,26,1.54,42,United Kingdom
14233,2,1,1.67,43,United Kingdom
14234,4,20,0.70,22,United Kingdom
14235,3,72,1.42,75,United Kingdom
14236,2,100,2.84,80,United Kingdom
14238,1,20,1.25,326,United Kingdom
14239,7,45,4.22,43,United Kingdom
14240,1,92,2.37,30,United Kingdom
14241,1,45,2.81,183,United Kingdom
14242,1,18,2.95,234,United Kingdom
14243,11,22,2.68,38,United Kingdom
14245,4,34,2.89,176,United Kingdom
14246,3,67,1.67,110,United Kingdom
14250,3,79,2.60,7,United Kingdom
14251,3,59,1.32,10,United Kingdom
14256,2,77,2.92,260,United Kingdom
14257,3,99,3.43,123,United Kingdom
14258,7,206,4.60,89,United Kingdom
14259,1,56,1.65,141,United Kingdom
14261,1,55,1.95,78,United Kingdom
14262,6,42,1.63,8,United Kingdom
14264,1,32,2.48,154,United Kingdom
14265,1,20,1.69,109,Unspecified
14267,3,80,2.54,162,United Kingdom
14270,1,43,1.43,331,United Kingdom
14271,1,5,0.42,225,United Kingdom
14272,2,27,0.62,73,United Kingdom
14273,2,39,2.13,136,United Kingdom
14276,4,35,2.41,98,United Kingdom
14277,3,197,2.04,15,France
14282,11,33,1.52,3,United Kingdom
14284,3,30,4.04,30,United Kingdom
14285,3,76,2.22,21,United Kingdom
14286,4,107,0.84,23,United Kingdom
14288,2,20,7.60,212,United Kingdom
14289,6,17,5.52,8,United Kingdom
14290,5,40,3.40,11,United Kingdom
14291,7,52,2.31,1,United Kingdom
14292,4,123,3.19,88,United Kingdom
14293,3,32,1.94,3,United Kingdom
14297,2,13,1.05,17,United Kingdom
14298,30,185,1.42,3,United Kingdom
14299,9,24,2.12,8,United Kingdom
14301,1,60,1.25,117,United Kingdom
14304,1,16,7.95,222,United Kingdom
14305,3,73,2.09,71,United Kingdom
14306,2,183,5.03,79,United Kingdom
14307,6,77,2.18,88,United Kingdom
14309,6,37,2.44,8,United Kingdom
14311,1,33,1.10,242,United Kingdom
14312,6,32,2.31,46,United Kingdom
14315,4,67,2.73,44,United Kingdom
14317,1,13,0.55,64,United Kingdom
14320,3,13,1.47,206,United Kingdom
14321,5,45,0.64,10,United Kingdom
14323,2,44,2.66,114,United Kingdom
14326,1,17,2.10,242,United Kingdom
14329,6,109,2.01,17,United Kingdom
14331,2,21,2.48,124,United Kingdom
14332,1,40,1.65,66,United Kingdom
14333,1,89,6.84,67,United Kingdom
14334,8,38,3.51,16,United Kingdom
14335,2,15,2.17,16,Germany
14336,4,52,1.73,16,United Kingdom
14338,1,112,1.75,196,United Kingdom
14339,2,10,2.89,234,United Kingdom
14341,7,36,2.28,45,United Kingdom
14342,2,-12,3.95,206,United Kingdom
14344,5,29,4.50,127,United Kingdom
14346,2,73,3.72,120,United Kingdom
14348,1,20,1.65,260,United Kingdom
14349,1,13,1.56,10,United Kingdom
14350,1,50,1.03,274,United Kingdom
14351,1,51,4.25,164,United Kingdom
14352,1,87,2.03,234,United Kingdom
14353,1,15,1.25,215,United Kingdom
14354,1,8,0.65,30,United Kingdom
14355,1,43,3.60,365,United Kingdom
14356,3,36,2.12,73,United Kingdom
14357,1,23,1.65,43,United Kingdom
14359,3,44,2.49,19,United Kingdom
14360,4,41,4.47,31,United Kingdom
14362,1,14,0.75,22,United Kingdom
14364,8,79,3.48,108,United Kingdom
14367,17,77,2.72,8,United Kingdom
14368,1,17,4.25,319,United Kingdom
14371,1,20,4.95,295,United Kingdom
14373,1,10,0.85,358,United Kingdom
14375,1,21,1.37,185,United Kingdom
14377,2,40,5.60,191,United Kingdom
14379,2,23,1.04,44,United Kingdom
14381,1,14,1.42,52,United Kingdom
14382,1,75,0.67,26,United Kingdom
14383,2,18,3.21,38,United Kingdom
14385,2,13,1.25,9,United Kingdom
14386,1,65,2.50,296,United Kingdom
14387,3,83,2.43,32,United Kingdom
14388,9,37,2.86,8,United Kingdom
14389,4,20,1.79,65,United Kingdom
14390,8,78,2.40,10,United Kingdom
14395,10,38,2.67,2,United Kingdom
14396,2,32,2.08,65,United Kingdom
14397,6,35,1.57,5,United Kingdom
14400,1,103,1.53,149,United Kingdom
14401,9,34,0.77,4,United Kingdom
14403,2,213,4.78,217,United Kingdom
14404,5,46,2.30,108,United Kingdom
14406,1,21,2.08,119,United Kingdom
14407,3,119,2.85,141,United Kingdom
14408,4,66,1.70,10,United Kingdom
14409,4,82,1.80,71,United Kingdom
14410,11,7,2.62,15,United Kingdom
14411,1,175,4.85,310,United Kingdom
14412,2,121,2.97,42,United Kingdom
14413,1,11,2.85,362,United Kingdom
14414,5,41,0.65,99,United Kingdom
14415,15,45,2.89,1,United Kingdom
14416,1,45,1.48,42,United Kingdom
14418,3,50,0.89,3,United Kingdom
14419,6,23,2.17,10,United Kingdom
14420,1,30,1.24,99,United Kingdom
14421,2,32,1.39,57,United Kingdom
14422,6,76,2.31,0,United Kingdom
14426,8,22,2.52,18,United Kingdom
14427,1,37,2.30,63,United Kingdom
14428,4,39,5.48,7,United Kingdom
14431,2,23,7.52,298,United Kingdom
14432,6,46,2.38,9,United Kingdom
14434,2,142,7.08,60,United Kingdom
14436,1,8,0.65,98,United Kingdom
14439,1,591,4.62,319,Greece
14440,3,85,3.05,8,United Kingdom
14441,3,40,5.90,0,United Kingdom
14442,4,48,5.77,1,Channel Islands
14443,3,68,1.82,53,United Kingdom
14446,4,26,1.67,0,United Kingdom
14447,4,36,2.03,18,United Kingdom
14448,1,8,1.93,364,United Kingdom
14449,4,21,1.57,18,United Kingdom
14450,3,21,4.13,180,United Kingdom
14451,2,29,1.22,60,United Kingdom
14452,2,16,2.36,10,United Kingdom
14453,1,14,4.55,190,United Kingdom
14456,9,46,1.38,5,United Kingdom
14457,1,5,0.42,310,United Kingdom
14459,1,203,2.48,155,United Kingdom
14460,2,40,0.34,110,United Kingdom
14461,3,91,2.98,148,United Kingdom
14462,9,25,2.24,66,United Kingdom
14463,1,175,10.95,98,United Kingdom
14465,3,73,3.30,246,United Kingdom
14466,4,44,2.81,73,United Kingdom
14467,4,24,5.42,17,United Kingdom
14470,2,33,1.85,11,United Kingdom
14472,8,31,1.76,103,United Kingdom
14473,1,68,1.42,74,United Kingdom
14474,1,76,2.38,46,United Kingdom
14475,2,31,6.10,71,United Kingdom
14476,1,18,1.31,257,United Kingdom
14477,2,110,1.94,19,United Kingdom
14479,1,18,2.95,365,United Kingdom
14480,1,15,1.25,11,United Kingdom
14481,2,71,1.94,164,United Kingdom
14482,4,56,1.64,18,United Kingdom
14483,1,25,2.10,281,United Kingdom
14484,1,79,1.09,50,United Kingdom
14485,1,30,3.69,38,United Kingdom
14487,6,33,3.40,26,United Kingdom
14488,2,65,1.34,51,United Kingdom
14489,1,36,1.42,207,United Kingdom
14491,2,34,3.75,175,United Kingdom
14493,5,47,1.61,7,United Kingdom
14496,2,89,3.11,311,United Kingdom
14497,1,27,0.74,309,United Kingdom
14498,5,86,2.15,42,United Kingdom
14499,3,27,1.55,26,United Kingdom
14501,1,19,6.45,319,United Kingdom
14502,11,25,3.01,19,United Kingdom
14503,6,93,1.78,3,United Kingdom
14504,2,10,1.46,243,United Kingdom
14505,9,74,3.06,17,United Kingdom
14506,5,56,4.36,17,United Kingdom
14507,6,63,1.97,23,United Kingdom
14508,2,13,2.03,22,United Kingdom
14511,6,18,1.84,11,United Kingdom
14512,2,24,13.19,187,United Kingdom
14513,2,45,2.82,206,United Kingdom
14514,3,41,4.30,61,United Kingdom
14515,5,46,3.18,17,United Kingdom
14517,2,38,5.78,33,United Kingdom
14518,1,18,8.95,64,United Kingdom
14522,2,68,1.98,92,United Kingdom
14524,8,21,2.97,71,United Kingdom
14525,9,82,1.37,19,United Kingdom
14527,50,11,7.37,2,United Kingdom
14528,1,14,0.68,37,United Kingdom
14529,3,26,1.93,60,United Kingdom
14530,6,49,2.55,25,United Kingdom
14532,3,28,4.29,236,United Kingdom
14533,3,21,1.01,68,United Kingdom
14534,17,28,2.23,2,United Kingdom
14535,3,99,1.83,60,United Kingdom
14536,1,17,2.85,259,United Kingdom
14537,1,41,3.39,57,United Kingdom
14538,2,52,4.06,64,United Kingdom
14539,2,31,0.77,15,United Kingdom
14540,2,16,1.60,75,United Kingdom
14541,6,33,3.13,58,United Kingdom
14543,8,66,5.53,30,United Kingdom
14544,2,182,1.15,24,United Kingdom
